CNPJ;Nome_Associacao;Telefone;Estado;Municipio
43.903.305/0001-16;NSA PROTECAO VEICULAR ASSOCIACAO DOS CONDUTORES DE VEICULOS AUTOMOTORES DO BRASIL;63999477919;TO;PALMAS
58.303.877/0001-31;ZENPLA SEGUROS S.A.;1143612535;CE;FORTALEZA
50.428.904/0001-90;ARCA SEGURADORA S.A;2733006888;ES;VITORIA
21.242.451/0001-05;EQ SEGUROS S/A;6235726006;GO;GOIANIA
48.419.605/0001-48;CICLLOS SEGURADORA S.A;3432369899;MG;UBERLANDIA
55.810.384/0001-08;COBUCCIO SEGUROS S.A.;3535732600;MG;MONTE BELO
10.423.158/0001-28;PROMASS CORRETORA DE RESSEGUROS LTDA;3132796100;MG;BELO HORIZONTE
61.563.788/0001-39;VOLTS SEGURADORA S.A;3132240059;MG;BELO HORIZONTE
32.191.644/0001-09;SUDASEG SEGURADORA DE DANOS E PESSOAS S/A;4132236710;PR;CURITIBA
30.110.514/0001-60;ABSOLUTA SEGUROS S/A ( EM APROVACAO ) EM LIQUIDACAO;2122240660;RJ;RIO DE JANEIRO
76.621.853/0001-02;ASSEPPAR - ASSOCIACAO DOS EX-PARTICIPANTES DE PLANOS DE PREVIDENCIA DA RS PREVIDENCIA;2122232783;RJ;RIO DE JANEIRO
11.521.976/0001-26;AUSTRAL SEGURADORA S.A.;2131255500;RJ;RIO DE JANEIRO
33.072.307/0001-57;GENERALI BRASIL SEGUROS S A;2125081739;RJ;RIO DE JANEIRO
03.065.982/0001-98;GRB-GLOBAL RISK BRASIL CORRETORA DE RESSEGUROS LTDA;2125608242;RJ;RIO DE JANEIRO
04.072.694/0001-23;HORIZONTE NEGOCIOS IMOBILIARIOS S/A;2125071310;RJ;RIO DE JANEIRO
05.362.227/0001-09;INTER CORRETORA DE RESSEGUROS LTDA;2121030050;RJ;RIO DE JANEIRO
09.492.113/0001-26;PECUS CORRETORA DE RESSEGUROS LTDA;2125444030;RJ;RIO DE JANEIRO
11.699.377/0001-05;SAVE-RE BRASIL CORRETORA DE RESSEGUROS LTDA.;2121088808;RJ;RIO DE JANEIRO
01.685.053/0001-56;SUL AMERICA COMPANHIA DE SEGURO SAUDE;2125064323;RJ;RIO DE JANEIRO
87.883.807/0001-06;MBM SEGURADORA SA;5132162500;RS;PORTO ALEGRE
95.611.141/0001-57;UNIAO SEGURADORA S.A. - VIDA E PREVIDENCIA;5130243986;RS;PORTO ALEGRE
88.076.302/0001-94;VIA CAPITALIZACAO S/A;5133033851;RS;PORTO ALEGRE
42.518.229/0001-62;OXXY SEGURADORA S.A;4831972085;SC;FLORIANOPOLIS
39.999.619/0001-97;180 SEGUROS S.A.;1146731464;SP;SAO PAULO
01.378.407/0001-10;ALIANCA DO BRASIL SEGUROS S/A.;1151112700;SP;SAO PAULO
15.517.074/0001-77;ALLIANZ GLOBAL CORPORATE & SPECIALTY RESSEGUROS BRASIL S.A.;1131716000;SP;SAO PAULO
67.865.360/0001-27;ALLSEG SEGURADORA S/A;1130170022;SP;SAO PAULO
05.375.622/0001-18;ALPER RE CORRETORA DE RESSEGUROS LTDA;1131752900;SP;SAO PAULO
09.656.599/0001-90;ARX-RE CORRETORA DE RESSEGUROS LTDA.;1121420202;SP;SAO PAULO
19.323.190/0001-06;AXA SEGUROS S.A.;1135856400;SP;SAO PAULO
29.983.071/0001-33;BKS RE CORRETORA DE RESSEGUROS LTDA.;1133303330;SP;COTIA
33.010.851/0001-74;BRADESCO CAPITALIZACAO S/A;2125031111;SP;SAO PAULO
27.665.207/0001-31;BRASILPREV SEGUROS E PREVIDENCIA S/A;1121626616;SP;SAO PAULO
22.256.195/0001-78;BTG PACTUAL CORRETORA DE RESSEGUROS LTDA.;1133832000;SP;SAO PAULO
55.006.797/0001-26;BVIX SEGURADORA S.A.;21981522962;SP;SAO PAULO
03.502.099/0001-18;CHUBB SEGUROS BRASIL S.A.;1145044400;SP;SAO PAULO
07.644.868/0001-73;COFACE DO BRASIL SEGUROS DE CREDITO S.A.;1155098181;SP;SAO PAULO
27.871.284/0001-48;CONSTRUCOES IMOBILIARIAS INVESTIMENTOS E PARTICIPACOES LTDA.;1138163678;SP;SAO PAULO
31.534.848/0001-24;EZZE SEGUROS S.A.;1121105500;SP;SAO PAULO
55.428.714/0001-97;FAM SEGURADORA DE CREDITO E GARANTIA S A;1131990530;SP;SAO PAULO
56.730.037/0001-20;FM SEGUROS S.A.;1130773900;SP;SAO PAULO
10.260.613/0001-11;GALLAGHER BRASIL CORRETORA DE RESSEGUROS LTDA;1131477875;SP;SAO PAULO
09.674.690/0001-39;GALLAGHER RE LATIN AMERICA CORRETORA DE RESSEGUROS LTDA;1130773553;SP;SAO PAULO
58.138.452/0001-14;LIBERTY MUTUAL SURETY BRASIL SEGUROS S.A;1150267652;SP;SAO PAULO
75.170.191/0001-39;MASSA FALIDA DA COMPANHIA MUTUAL DE SEGUROS;1124956550;SP;SAO PAULO
96.722.707/0001-80;MAXLIFE SEGURADORA DO BRASIL S/A - EM LIQUIDACAO;1136451818;SP;SAO PAULO
39.380.513/0001-00;PIER SEGURADORA S.A.;1130313208;SP;SAO PAULO
16.551.758/0001-58;PORTO SEGURO CAPITALIZACAO S.A;1133664309;SP;SAO PAULO
69.412.997/0001-93;SANTOS SEGURADORA S/A - FALIDO;1125334673;SP;SAO PAULO
02.359.130/0001-40;VALOR CAPITALIZACAO S.A. - FALIDO;1138189088;SP;SAO PAULO
45.233.931/0001-78;VOCE SEGURADORA S.A.;1120814401;SP;SAO PAULO
